0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
>100kg,SAU,1255,"125,79","24,63","22,01","26,94",,,,,,,,,,,,,,,,,,
26,56580,-,"99,99",kg,,,,,,,,,,,,,,,,,,,,
PIGS,,,,,,,,,,,,,,,,,,,,,,,,
Weighted,20%56,-,"64,99",kg,65,-,"79,99",kg4446485052545658,,,,,,,,,,,,,,,,
10,11,12,13,14,15,16Beef,A2,-Sales,Price,2021,2020,,,,,,,,,,,,,
7375777981838587,,,,,,,,,,,,,,,,,,,,,,,,
10,11,12,13,14,15,16Lamb,A2,-Sales,Price,2021,2020,,,,,,,,,,,,,
202224262830,,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max,From,2017/04/17,To,2017/04/23,,,,,,,,,,,,,,
CATTLE,,,,,,,,,,,,,,,,,,,,,,,,
A2,8292,"262,54","48,39","46,04","39,77","49,42",,,,,,,,,,,,,,,,,,
A3,1067,"280,19","48,45","47,82","44,28","49,85",,,,,,,,,,,,,,,,,,
AB2,663,"258,89","46,23","44,58","41,61","48,06",,,,,,,,,,,,,,,,,,
AB3,115,"277,68","46,54","44,17","41,65","47,45",,,,,,,,,,,,,,,,,,
B2,472,"253,98","40,04","40,59","37,94","43,01",,,,,,,,,,,,,,,,,,
B3,95,"265,92","40,04","40,55","38,14","44,46",,,,,,,,,,,,,,,,,,
C2,1440,"246,03","37,45","37,26","35,68","38,95",,,,,,,,,,,,,,,,,,
C3,419,"280,75","37,74","37,17","35,82","39,19",,,,,,,,,,,,,,,,,,
12,563,,,,,,,,,,,,,,,,,,,,,,,
LAMB/SHEEP,,,,,,,,,,,,,,,,,,,,,,,,
A0,213,"14,51","52,21","38,24","47,85","54,00",,,,,,,,,,,,,,,,,,
A1,921,"15,10","62,44","61,42","56,58","66,26",Lamb,A2,-,Sales,Price,,,,,,,,,,,,,
A2,11135,"19,37","64,44","65,16","62,75","67,24",,,,,,,,,,,,,,,,,,
A3,2038,"22,17","64,49","64,15","60,99","70,50",,,,,,,,,,,,,,,,,,
A4,317,"21,89","53,63","57,51","55,23","60,46",,,,,,,,,,,,,,,,,,
A5,42,"21,90","44,87","50,30","48,40","51,84",,,,,,,,,,,,,,,,,,
A6,82,"19,85","40,63","49,41","36,02","48,72",,,,,,,,,,,,,,,,,,
AB2,137,"18,84","51,49","50,93","44,00","58,00",,,,,,,,,,,,,,,,,,
AB3,24,"21,57","53,55","54,88","53,04","58,00",,,,,,,,,,,,,,,,,,
B2,69,"23,41","47,84","49,10","46,38","55,36",,,,,,,,,,,,,,,,,,
B3,17,"25,29","51,77","50,22","40,44","46,47",,,,,,,,,,,,,,,,,,
C2,907,"25,20","45,30","45,38","42,96","48,68",,,,,,,,,,,,,,,,,,
C3,234,"24,24","45,30","43,80","41,17","48,91",,,,,,,,,,,,,,,,,,
16,136,,,,,,,,,,,,,,,,,,,,,,,
PIGS,Units,Avg,Avg,Purch,Purch,Purch,,,,,,,,,,,,,,,,,,
Mass,Price,Min,Max,,,,,,,,,,,,,,,,,,,,,
PP,2446,"53,41","26,43","24,73","30,18",Hide,Feedlot,"15,57",,,,,,,,,,,,,,,,
PO,146,"54,10","26,91","24,66","28,79",Hide,Veld,"15,48",,,,,,,,,,,,,,,,
PR,24,"51,99","23,31","13,26","28,71",Dorper,ea,"43,33",,,,,,,,,,,,,,,,
PC,6,"49,59","24,18","23,00","29,00",Merino,ea,"92,69",,,,,,,,,,,,,,,,
PU,1,"55,35","19,50","19,50","19,50",,,,,,,,,,,,,,,,,,,
PS,5,"182,82","17,50","17,50","17,50",,,,,,,,,,,,,,,,,,,
CP,820,"61,41","27,95","24,88","30,00",,,,,,,,,,,,,,,,,,,
CO,150,"60,19","27,25","26,45","28,39",,,,,,,,,,,,,,,,,,,
CR,6,"60,36","25,93","26,85","27,00",,,,,,,,,,,,,,,,,,,
BP,5738,"73,47","26,37","24,67","28,84",,,,,,,,,,,,,,,,,,,
BO,1986,"92,35","26,76","24,76","29,00",Baconer,BO,-,Purchase,Price,,,,,,,,,,,,,,
BR,199,"76,43","25,65","23,70","28,28",,,,,,,,,,,,,,,,,,,
BC,14,"71,36","23,75","21,36","29,00",,,,,,,,,,,,,,,,,,,
BS,7,"80,79","22,44","15,88","29,00",,,,,,,,,,,,,,,,,,,
HP,2998,"86,19","25,77","24,22","26,96",,,,,,,,,,,,,,,,,,,
HO,2762,"87,80","25,89","24,89","26,84",,,,,,,,,,,,,,,,,,,
HR,460,"88,22","24,48","21,14","26,00",,,,,,,,,,,,,,,,,,,
HC,61,"87,31","19,98","15,66","21,41",,,,,,,,,,,,,,,,,,,
HU,7,"88,72","19,25","14,00","23,40",,,,,,,,,,,,,,,,,,,
HS,7,"95,77","14,21","9,40","25,70",,,,,,,,,,,,,,,,,,,
SAU,399,"154,31","17,30","14,95","21,76",,,,,,,,,,,,,,,,,,,
SAB,79,"114,14","15,79","7,72","24,83",,,,,,,,,,,,,,,,,,,
18,321,,,,,,,,,,,,,,,,,,,,,,,
8,9,10111213141516,2017,,,,,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,,,,,,
55,57,59,61,63,65,67,69,,,,,,,,,,,,,,,,,
8,10,12,14,16,2017,,,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,,,,,,
23,24,25,26,27,28,,,,,,,,,,,,,,,,,,,
8,10,12,14,16,2017,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max2018/04/16,To,2018/04/22,,,,,,,,,,,,,,,,
A2,7677,"269,40","46,93","47,20","46,03","47,95",Hide,Feedlot,"8,66",,,,,,,,,,,,,,,
A3,1169,"288,96","47,05","47,41","46,60","48,23",Veldt,"9,15",,,,,,,,,,,,,,,,
AB2,676,"260,84","45,68","46,20","44,46","47,12",Dorper,ea,"34,13",,,,,,,,,,,,,,,
AB3,181,"274,66","45,61","46,65","45,06","47,53",Merino,ea,"86,11",,,,,,,,,,,,,,,
B2,372,"246,67","42,85","43,49","42,12","43,48",,,,,,,,,,,,,,,,,,
B3,144,"280,91","42,61","43,69","42,86","44,72",,,,,,,,,,,,,,,,,,
C2,1320,"252,29","40,87","41,22","39,32","42,75",,,,,,,,,,,,,,,,,,
C3,613,"279,31","41,08","41,77","40,46","42,75",,,,,,,,,,,,,,,,,,
12,152,,,,,,,,,,,,,,,,,,,,,,,
A0,11,"12,68","48,90","49,86","42,00","55,41",,,,,,,,,,,,,,,,,,
A1,266,"14,16","65,67","66,52","61,19","69,40",,,,,,,,,,,,,,,,,,
A2,7448,"21,05","67,58","70,03","66,03","72,90",,,,,,,,,,,,,,,,,,
A3,1663,"23,18","68,21","70,32","68,70","71,59",,,,,,,,,,,,,,,,,,
A4,319,"23,46","59,87","62,39","61,71","64,01",,,,,,,,,,,,,,,,,,
A5,59,"22,44","53,48","54,06","52,07","57,96",,,,,,,,,,,,,,,,,,
A6,34,"24,41","53,77","53,11","51,25","58,82",,,,,,,,,,,,,,,,,,
AB2,149,"19,65","58,42","62,48","58,44","66,75",,,,,,,,,,,,,,,,,,
AB3,29,"20,91","53,11","61,54","57,57","65,39",,,,,,,,,,,,,,,,,,
B2,161,"21,40","58,73","60,74","57,44","61,51",,,,,,,,,,,,,,,,,,
B3,38,"24,21","53,40","54,83","52,93","55,19",,,,,,,,,,,,,,,,,,
C2,832,"22,59","52,28","53,17","49,46","55,54",,,,,,,,,,,,,,,,,,
C3,122,"25,04","50,41","52,71","51,11","56,06",,,,,,,,,,,,,,,,,,
11,131,,,,,,,,,,,,,,,,,,,,,,,
Units,Avg_mass,Avg_purch,Purch_min,Purch_maxMin,,,,,,,,,,,,,,,,,,,,
P,1497,"52,51","21,27","18,67","22,24",,,,,,,,,,,,,,,,,,,
O,98,"49,79","20,63","17,62","22,00",,,,,,,,,,,,,,,,,,,
R,19,"51,08","19,08","15,94","21,50",,,,,,,,,,,,,,,,,,,
C,4,"50,45","19,57","15,50","21,00",,,,,,,,,,,,,,,,,,,
U,2,"48,20","21,00","21,00","21,00",,,,,,,,,,,,,,,,,,,
P,592,"62,04","19,19","17,05","20,78",,,,,,,,,,,,,,,,,,,
O,161,"62,15","19,27","16,55","21,00",,,,,,,,,,,,,,,,,,,
R,22,"61,97","21,20","17,45","30,00",,,,,,,,,,,,,,,,,,,
C,2,"56,04","15,06","12,11","18,00",,,,,,,,,,,,,,,,,,,
U,1,"62,80","14,00","14,00","14,00",,,,,,,,,,,,,,,,,,,
S,1,"58,90","19,10","19,10","19,10",,,,,,,,,,,,,,,,,,,
P,6405,"76,03","18,59","17,06","20,42",,,,,,,,,,,,,,,,,,,
O,2344,"77,57","18,92","16,29","20,70",,,,,,,,,,,,,,,,,,,
R,205,"78,93","17,57","15,01","19,61",,,,,,,,,,,,,,,,,,,
C,18,"79,55","16,42","13,38","18,83",,,,,,,,,,,,,,,,,,,
U,2,"71,30","21,00","21,00","21,00",,,,,,,,,,,,,,,,,,,
S,48,"98,30","16,61","15,78","17,80",,,,,,,,,,,,,,,,,,,
P,4273,"86,74","18,32","15,30","21,04",,,,,,,,,,,,,,,,,,,
O,6017,"88,87","18,33","15,31","20,12",,,,,,,,,,,,,,,,,,,
R,1011,"90,80","16,91","14,52","18,81",,,,,,,,,,,,,,,,,,,
C,56,"91,27","13,89","12,00","18,06",,,,,,,,,,,,,,,,,,,
U,9,"90,90","12,43","11,47","14,75",,,,,,,,,,,,,,,,,,,
S,39,"98,31","17,35","17,31","17,48",,,,,,,,,,,,,,,,,,,
2251,"117,89","13,98","10,15","20,00",,,,,,,,,,,,,,,,,,,,
LAMB/SHEEP,,,,,,,,,,,,,,,,,,,,,,,,
PIGS20,-,"55,99",kg,,,,,,,,,,,,,,,,,,,,,
10,11,12,13,14,15,16Beef,A2,‐Sales,Price,2018,2017,,,,,,,,,,,,,
6466687072,,,,,,,,,,,,,,,,,,,,,,,,
10,11,12,13,14,15,16Lamb,A2,‐Sales,Price,2018,2017,,,,,,,,,,,,,
171921232527,,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max,From,2016/04/19,To,2016/04/26,,,,,,,,,,,,,,
Mass,Price,Price,min,max,Beef,A2,-,Sales,Price,,,,,,,,,,,,,,,
CATTLE,,,,,,,,,,,,,,,,,,,,,,,,
A2,10219,267.11,38.24,36.32,32.00,42.15,,,,,,,,,,,,,,,,,,
A3,1900,281.73,38.03,39.11,36.49,42.15,,,,,,,,,,,,,,,,,,
AB2,1016,256.41,35.48,35.21,30.00,42.15,,,,,,,,,,,,,,,,,,
AB3,103,293.10,37.00,37.23,26.94,42.15,,,,,,,,,,,,,,,,,,
B2,547,296.48,32.87,33.52,29.50,36.12,,,,,,,,,,,,,,,,,,
B3,61,307.47,33.51,33.16,27.00,36.00,,,,,,,,,,,,,,,,,,
C2,2059,237.43,26.79,29.13,27.00,33.30,,,,,,,,,,,,,,,,,,
C3,359,275.64,27.86,29.44,27.50,33.30,,,,,,,,,,,,,,,,,,
16,264,,,,,,,,,,,,,,,,,,,,,,,
LAMB/SHEEP,Lamb,A2,-,Sales,Price,,,,,,,,,,,,,,,,,,,
A0,184,14.97,40.42,41.61,34.77,50.00,,,,,,,,,,,,,,,,,,
A1,1231,15.28,53.19,51.96,38.50,59.27,,,,,,,,,,,,,,,,,,
A2,11950,19.94,55.67,56.83,49.85,68.00,,,,,,,,,,,,,,,,,,
A3,2478,21.21,55.72,56.95,50.68,68.00,,,,,,,,,,,,,,,,,,
A4,434,42.96,47.16,49.17,44.00,61.65,,,,,,,,,,,,,,,,,,
A5,92,21.92,40.11,41.89,38.00,54.39,,,,,,,,,,,,,,,,,,
A6,97,20.60,38.54,42.57,37.50,49.65,,,,,,,,,,,,,,,,,,
AB2,225,20.20,45.04,46.37,42.00,55.36,,,,,,,,,,,,,,,,,,
AB3,55,22.26,44.93,45.03,42.00,64.00,,,,,,,,,,,,,,,,,,
B2,254,22.27,41.74,42.56,37.00,54.00,,,,,,,,,,,,,,,,,,
B3,75,24.33,39.99,42.06,38.20,55.00,,,,,,,,,,,,,,,,,,
C2,1135.5,21.43,36.69,37.45,32.00,47.00,,,,,,,,,,,,,,,,,,
C3,527,22.91,35.73,37.36,32.84,44.80,,,,,,,,,,,,,,,,,,
18,738,,,,,,,,,,,,,,,,,,,,,,,
Units,Avg_mass,Avg_purch,Purch_min,Purch_maxAvg,,,,,,,,,,,,,,,,,,,,
Price,Min,Max,,,,,,,,,,,,,,,,,,,,,,
BC,24,73.959,19.85,15.00,23.06,,,,,,,,,,,,,,,,,,,
BO,1533,61.297,24.32,23.80,25.89,,,,,,,,,,,,,,,,,,,
BP,4021,61.781,24.17,23.80,25.61,,,,,,,,,,,,,,,,,,,
BR,220,70.786,23.65,16.00,24.62,,,,,,,,,,,,,,,,,,,
BS,14,76.76,16.13,11.00,20.00,,,,,,,,,,,,,,,,,,,
BU,572.108,21.65,18.72,22.31,,,,,,,,,,,,,,,,,,,,
PC,444.655,21.94,15.50,24.25,,,,,,,,,,,,,,,,,,,,
PO,78,45.45,25.65,23.80,26.00,,,,,,,,,,,,,,,,,,,
PP,721,51.37,25.41,23.80,26.75,,,,,,,,,,,,,,,,,,,
PR,15,49.20,22.98,22.30,25.50,,,,,,,,,,,,,,,,,,,
SAB,65,93.43,11.66,8.00,17.50,,,,,,,,,,,,,,,,,,,
HP,2906,55.955,23.82,17.30,24.50,Hide,Feedlot,14.85,,,,,,,,,,,,,,,,
HO,3742,53.661,24.14,23.80,24.49,Veldt,14.75,,,,,,,,,,,,,,,,,
HR,770,65.914,23.65,22.90,24.00,Dorper,ea,64.44,,,,,,,,,,,,,,,,
HC,93,89.122,18.63,15.00,22.50,Merino,ea,89.55,,,,,,,,,,,,,,,,
HU,11,90.97,17.53,13.00,18.58,,,,,,,,,,,,,,,,,,,
HS,3,86.07,14.82,14.82,14.82,,,,,,,,,,,,,,,,,,,
CP,377,51.99,24.62,24.00,26.00,,,,,,,,,,,,,,,,,,,
CO,107,57.59,24.75,24.00,26.00,,,,,,,,,,,,,,,,,,,
CR,19,56.42,25.08,23.93,26.00,,,,,,,,,,,,,,,,,,,
CC,4,61.5,16.00,16.00,16.00,,,,,,,,,,,,,,,,,,,
CU,4,59.90,13.00,13.00,13.00,,,,,,,,,,,,,,,,,,,
CS,1,64.10,13.00,13.00,13.00,,,,,,,,,,,,,,,,,,,
SAS,252,101.35,15.77,12.00,18.50,,,,,,,,,,,,,,,,,,,
14989,,,,,,,,,,,,,,,,,,,,,,,,
68101214162016,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,
4547495153555759616365,,,,,,,,,,,,,,,,,,,,,,,,
68101214162016,,,,,,,,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,
212223242526,,,,,,,,,,,,,,,,,,,,,,,,
68101214162016,,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max2019/04/15,To,2019/04/21,,,,,,,,,,,,,,,,
A2,9664,"276,39","44,27","45,05","43,89","46,42",Hide,Feedlot,Weighted,"1,99",,,,,,,,,,,,,,
A3,1285,"293,25","44,33","45,00","44,16","46,57",Hide,Field,Average,"1,53",,,,,,,,,,,,,,
AB2,470,"259,47","42,50","44,49","42,44","46,38",Dorper,ea,"32,50",,,,,,,,,,,,,,,
AB3,99,"292,32","43,20","44,83","42,87","46,54",Merino,ea,"42,61",,,,,,,,,,,,,,,
B2,216,"269,37","38,96","41,78","38,67","45,10",,,,,,,,,,,,,,,,,,
B3,62,"316,08","39,53","41,68","40,17","44,55",,,,,,,,,,,,,,,,,,
C2,798,"261,01","38,01","40,20","37,45","42,50",,,,,,,,,,,,,,,,,,
C3,328,"289,59","38,16","40,88","37,65","42,50",,,,,,,,,,,,,,,,,,
12,922,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max,,,,,,,,,,,,,,,,,,
A0,22,"13,04","41,00","58,20","52,78","60,19",,,,,,,,,,,,,,,,,,
A1,354,"14,45","59,82","67,02","62,73","68,58",,,,,,,,,,,,,,,,,,
A2,7826,"20,79","64,25","69,01","63,23","71,05",,,,,,,,,,,,,,,,,,
A3,1644,"21,76","63,67","69,14","64,20","70,66",,,,,,,,,,,,,,,,,,
A4,225,"21,65","50,48","60,90","54,81","62,73",,,,,,,,,,,,,,,,,,
A5,9,"22,54","47,59","54,36","50,59","59,92",,,,,,,,,,,,,,,,,,
A6,44,"20,38","44,55","52,11","51,62","52,37",,,,,,,,,,,,,,,,,,
AB2,74,"21,73","54,62","60,09","57,38","63,39",,,,,,,,,,,,,,,,,,
AB3,18,"23,13","52,05","57,45","56,50","62,11",,,,,,,,,,,,,,,,,,
B2,283,"24,54","56,26","59,88","58,99","60,07",,,,,,,,,,,,,,,,,,
B3,54,"24,90","49,94","57,84","55,84","58,01",,,,,,,,,,,,,,,,,,
C2,1067,"22,48","48,87","52,24","50,20","54,72",,,,,,,,,,,,,,,,,,
C3,113,"23,37","47,25","52,77","51,55","54,25",,,,,,,,,,,,,,,,,,
11,733,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Purch_min,Purch_max,,,,,,,,,,,,,,,,,,,
P,2131,"52,05","21,87","19,87","23,86",,,,,,,,,,,,,,,,,,,
O,328,"51,45","21,16","19,97","22,08",,,,,,,,,,,,,,,,,,,
R,34,"56,99","21,34","20,64","21,50",,,,,,,,,,,,,,,,,,,
C,10,"58,48","19,84","15,00","21,00",,,,,,,,,,,,,,,,,,,
U,1,"64,50","21,00","21,00","21,00",,,,,,,,,,,,,,,,,,,
S,"450,63","17,66","13,30","21,00",,,,,,,,,,,,,,,,,,,,
P,1482,"61,73","21,91","20,80","23,65",,,,,,,,,,,,,,,,,,,
O,169,"61,59","21,34","20,06","23,33",,,,,,,,,,,,,,,,,,,
R,8,"64,37","18,85","15,00","20,10",,,,,,,,,,,,,,,,,,,
U,"156,90","21,50","21,50","21,50",,,,,,,,,,,,,,,,,,,,
P,8133,"75,31","21,22","19,70","23,22",,,,,,,,,,,,,,,,,,,
O,2406,"75,48","21,19","19,58","22,78",,,,,,,,,,,,,,,,,,,
R,230,"76,43","20,93","19,74","22,39",,,,,,,,,,,,,,,,,,,
C,32,"74,66","19,39","17,83","20,52",,,,,,,,,,,,,,,,,,,
U,4,"78,18","18,12","14,00","19,50",,,,,,,,,,,,,,,,,,,
S,"582,82","18,31","14,00","19,50",,,,,,,,,,,,,,,,,,,,
P,3904,"84,67","20,40","18,80","22,92",,,,,,,,,,,,,,,,,,,
O,4890,"86,30","20,56","18,77","22,71",,,,,,,,,,,,,,,,,,,
R,629,"88,69","19,84","18,78","22,39",,,,,,,,,,,,,,,,,,,
C,51,"88,02","18,12","16,28","19,96",,,,,,,,,,,,,,,,,,,
U,7,"87,07","17,27","14,00","20,70",,,,,,,,,,,,,,,,,,,
S,"8797,85","19,32","18,08","19,62",,,,,,,,,,,,,,,,,,,,
"857,00","146,45","14,79","13,42","17,28",,,,,,,,,,,,,,,,,,,,
25,40365,-,"79,99",kg,80,-,"99,99",kg,56,-,"64,99",kg,,,,,,,,,,,,
PIGS,,,,,,,,,,,,,,,,,,,,,,,,
Weighted,20%404244464850,,,,,,,,,,,,,,,,,,,,,,,
10,11,12,13,14,15,16Beef,A2,-Sales,Price,2019,2018,,,,,,,,,,,,,
666768697071727374,,,,,,,,,,,,,,,,,,,,,,,,
10,11,12,13,14,15,16Lamb,A2,-Sales,Price,2019,2018,,,,,,,,,,,,,
182022242628,,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max2019/04/22,To,2019/04/28,,,,,,,,,,,,,,,,
A2,7275,"277,04","44,24","46,62","44,66","47,65",Hide,Feedlot,Weighted,"1,97",,,,,,,,,,,,,,
A3,1168,"297,73","44,47","45,60","44,25","47,00",Hide,Field,Average,"1,60",,,,,,,,,,,,,,
AB2,390,"260,87","42,63","44,08","41,64","46,59",Dorper,ea,"33,00",,,,,,,,,,,,,,,
AB3,91,"291,14","42,36","43,08","39,00","45,56",Merino,ea,"44,29",,,,,,,,,,,,,,,
B2,256,"258,46","38,86","40,92","37,92","43,92",,,,,,,,,,,,,,,,,,
B3,75,"293,32","39,34","40,95","38,70","43,94",,,,,,,,,,,,,,,,,,
C2,828,"263,46","37,89","39,37","37,06","42,00",,,,,,,,,,,,,,,,,,
C3,263,"278,75","38,14","40,19","37,29","42,00",,,,,,,,,,,,,,,,,,
10,346,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max,,,,,,,,,,,,,,,,,,
A0,15,"13,23","43,19","57,91","55,24","60,15",,,,,,,,,,,,,,,,,,
A1,210,"14,97","58,49","64,96","58,51","68,49",,,,,,,,,,,,,,,,,,
A2,6817,"21,48","64,45","69,24","63,94","71,24",,,,,,,,,,,,,,,,,,
A3,1241,"22,93","64,92","69,87","66,85","70,90",,,,,,,,,,,,,,,,,,
A4,162,"23,44","53,18","60,84","53,71","62,37",,,,,,,,,,,,,,,,,,
A5,9,"24,84","48,43","52,66","43,00","53,84",,,,,,,,,,,,,,,,,,
A6,20,"19,88","45,34","52,36","52,36","52,36",,,,,,,,,,,,,,,,,,
AB2,40,"19,59","54,26","57,83","56,01","62,76",,,,,,,,,,,,,,,,,,
AB3,2,"19,40","48,48","55,27","50,00","62,09",,,,,,,,,,,,,,,,,,
B2,249,"23,93","55,85","59,53","56,68","60,50",,,,,,,,,,,,,,,,,,
B3,18,"26,69","51,29","58,53","55,81","61,25",,,,,,,,,,,,,,,,,,
C2,755,"22,90","48,79","52,05","50,66","54,83",,,,,,,,,,,,,,,,,,
C3,147,"25,58","47,80","52,49","50,49","56,55",,,,,,,,,,,,,,,,,,
9,685,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Purch_min,Purch_max,,,,,,,,,,,,,,,,,,,
P,1341,"51,28","22,06","20,57","23,96",,,,,,,,,,,,,,,,,,,
O,128,"50,97","21,08","19,97","22,06",,,,,,,,,,,,,,,,,,,
R,20,"51,38","19,75","17,00","21,50",,,,,,,,,,,,,,,,,,,
C,4,"43,33","15,99","15,00","17,00",,,,,,,,,,,,,,,,,,,
U,"354,80","14,00","14,00","14,00",,,,,,,,,,,,,,,,,,,,
P,1240,"61,45","21,93","20,50","23,58",,,,,,,,,,,,,,,,,,,
O,175,"63,27","21,10","20,50","23,03",,,,,,,,,,,,,,,,,,,
R,22,"63,64","19,83","17,38","21,51",,,,,,,,,,,,,,,,,,,
C,3,"64,10","18,67","18,67","18,67",,,,,,,,,,,,,,,,,,,
U,5,"59,76","14,00","14,00","14,00",,,,,,,,,,,,,,,,,,,
S,"364,90","14,00","14,00","14,00",,,,,,,,,,,,,,,,,,,,
P,7621,"75,46","21,16","20,02","22,93",,,,,,,,,,,,,,,,,,,
O,2334,"76,34","21,10","19,95","22,44",,,,,,,,,,,,,,,,,,,
R,243,"75,17","20,53","19,66","22,02",,,,,,,,,,,,,,,,,,,
C,11,"73,30","17,63","14,00","19,60",,,,,,,,,,,,,,,,,,,
U,1,"67,90","14,75","14,75","14,75",,,,,,,,,,,,,,,,,,,
S,"1279,10","18,87","17,78","19,25",,,,,,,,,,,,,,,,,,,,
P,4897,"85,33","20,48","18,90","23,16",,,,,,,,,,,,,,,,,,,
O,5495,"86,70","20,20","18,90","22,41",,,,,,,,,,,,,,,,,,,
R,937,"88,29","19,71","18,85","21,77",,,,,,,,,,,,,,,,,,,
C,69,"89,01","17,32","16,44","18,83",,,,,,,,,,,,,,,,,,,
U,6,"89,16","17,24","14,00","18,00",,,,,,,,,,,,,,,,,,,
S,"8997,81","18,49","15,51","19,75",,,,,,,,,,,,,,,,,,,,
"1169,00","129,21","15,11","13,36","17,06",,,,,,,,,,,,,,,,,,,,
25,82820,-,"55,99",kg,,,,,,,,,,,,,,,,,,,,
CATTLE,,,,,,,,,,,,,,,,,,,,,,,,
PIGS,,,,,,,,,,,,,,,,,,,,,,,,
Weighted,20%56,-,"64,99",kg,65,-,"79,99",kg,80,-,"99,99",kg404244464850,,,,,,,,,,,,
11,12,13,14,15,16,17Beef,A2,-Sales,Price,2019,2018,,,,,,,,,,,,,
666768697071727374,,,,,,,,,,,,,,,,,,,,,,,,
11,12,13,14,15,16,17Lamb,A2,-Sales,Price,2019,2018,,,,,,,,,,,,,
202122232425262728,,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max,From,2017/04/24,To,2017/04/30,,,,,,,,,,,,,,
Mass,Price,Price,min,max,Beef,A2,-,Sales,Price,,,,,,,,,,,,,,,
CATTLE,,,,,,,,,,,,,,,,,,,,,,,,
A2,8681,"361,99","46,81","46,42","38,00","54,50",,,,,,,,,,,,,,,,,,
A3,1269,"281,15","47,64","47,96","44,44","54,50",,,,,,,,,,,,,,,,,,
AB2,607,"250,10","46,07","45,53","36,37","54,50",,,,,,,,,,,,,,,,,,
AB3,105,"274,28","45,87","43,66","38,00","47,50",,,,,,,,,,,,,,,,,,
B2,431,"235,28","39,85","39,97","35,90","44,40",,,,,,,,,,,,,,,,,,
B3,71,"278,89","39,87","36,72","37,00","44,40",,,,,,,,,,,,,,,,,,
C2,1529,"239,26","37,62","37,81","35,01","41,80",,,,,,,,,,,,,,,,,,
C3,372,"283,05","37,86","38,05","35,00","39,58",,,,,,,,,,,,,,,,,,
13,065,,,,,,,,,,,,,,,,,,,,,,,
LAMB/SHEEP,Lamb,A2,-,Sales,Price,,,,,,,,,,,,,,,,,,,
A0,240,"13,76","51,09","53,58","44,00","61,18",,,,,,,,,,,,,,,,,,
A1,630,"15,48","61,53","61,53","57,00","72,98",,,,,,,,,,,,,,,,,,
A2,11889,"21,44","64,62","64,14","61,56","72,20",,,,,,,,,,,,,,,,,,
A3,1960,"23,39","64,39","64,12","61,44","72,12",,,,,,,,,,,,,,,,,,
A4,292,"24,03","56,99","58,11","56,93","68,50",,,,,,,,,,,,,,,,,,
A5,36,"24,55","52,38","53,81","48,37","63,41",,,,,,,,,,,,,,,,,,
A6,46,"22,66","48,07","48,35","48,63","54,56",,,,,,,,,,,,,,,,,,
AB2,124,"20,59","51,83","53,44","49,60","59,49",,,,,,,,,,,,,,,,,,
AB3,27,"23,33","53,49","51,87","45,60","59,22",,,,,,,,,,,,,,,,,,
B2,65,"24,48","46,36","46,62","41,00","55,00",,,,,,,,,,,,,,,,,,
B3,22,"26,03","46,73","42,23","39,00","50,57",,,,,,,,,,,,,,,,,,
C2,787,"22,97","45,23","46,32","42,00","50,96",,,,,,,,,,,,,,,,,,
C3,307,"24,58","45,15","46,17","43,00","51,07",,,,,,,,,,,,,,,,,,
16,425,Hide,Feedlot,"15,50",,,,,,,,,,,,,,,,,,,,
Dorper,ea,"40,50",,,,,,,,,,,,,,,,,,,,,,
PIGS,Units,Avg,Avg,Purch,Purch,Purch,Merino,ea,"88,41",,,,,,,,,,,,,,,
Mass,Price,Min,Max,,,,,,,,,,,,,,,,,,,,,
PP,2100,"53,39","26,50","22,50","31,49",,,,,,,,,,,,,,,,,,,
PO,106,"52,70","26,21","25,22","29,00",,,,,,,,,,,,,,,,,,,
PR,29,"49,94","26,05","24,31","28,00",,,,,,,,,,,,,,,,,,,
PC,8,"48,55","23,68","23,39","24,50",,,,,,,,,,,,,,,,,,,
